loweryr,lowerelev,upperyr,upperelev
11705.6637412886,79.8948707620755,11710.9494258352,82.985577609786
11633.5398300206,79.4826928099928,11571.881242764,82.184566409678
11551.0964067287,78.7615862536652,11448.252560823,81.3291873120675
11458.3334714129,77.7315510930928,11334.9036240003,80.3049760148318
11375.8635368505,76.598604000852,11242.1473165021,79.3779009882377
11283.0807180819,75.2596884383446,11159.6773819397,78.2449538959969
11200.5842722491,73.7149008101904,11087.5137037661,77.2150151400443
11107.7418031219,71.4493440418782,10994.7176293622,75.6701793095802
11056.1111039142,69.3899003507622,10901.9016715055,73.8164630771812
11025.1459400249,68.3601544040492,10839.9912271796,72.0658515856903
11014.8131723657,67.8453055318477,10788.3870392424,70.4182484304876
10983.8347528411,66.6096393171781,10757.3821084474,68.7707416799047
10952.8629611342,65.4769332364868,10746.9764347945,67.1233313339417
10942.5169378398,64.7561640963287,10726.2711325705,65.4758727856687
10921.8712859744,64.0353467538606,10705.5459468937,63.5195338354608
10901.2190062913,63.2115692774142,10684.8406446697,61.8720752871878
10890.8597273617,62.2848798692994,10653.8224582395,60.0186482686483
10880.4871927969,61.152270193228,10612.4913876029,57.9592527798423
10870.0682635088,59.2989395793083,10581.4798289903,56.2087858952811
10859.6559620383,57.5485690993669,10519.5495012115,54.1492940018552
10838.9241485439,55.4892700151807,10467.9585689096,52.7076111146091
10818.2387297727,54.1506918688427,10447.332800497,52.295674174076
10807.8728230255,53.1210423267496,10406.0613802189,51.1629198910748
10776.8944035009,51.88537611208,10364.770076488,49.7212852061387
10725.3299824694,50.8555337607472,10313.1658885508,48.073682050936
10622.1945125888,48.6928889241033,10271.8878404552,46.8379676339565
10560.3039517157,47.2511578345474,10240.8696540249,44.984540615417
10519.0391592553,46.2213636855245,10209.8713510475,43.4399939988124
10488.0541119131,44.8827373368766,10178.8730480701,41.8954473822079
10457.0491811181,43.2352305862937,10147.8813729102,40.4538608995816
10426.0309946878,41.3818035677542,10106.5900691794,39.0122262146455
10384.7131796865,39.5283283469048,10034.3733684648,37.1586063868663
10343.4218759556,38.0866936619686,9951.88355044959,35.7167788926905
10302.1372000423,36.7480191110108,9848.81435874509,34.5837353958298
10281.5048038121,36.2331220364994,9735.4389106519,33.3476835626809
10209.347753456,35.3061434145251,9611.75720617002,32.0086233932438
10137.2039587352,34.5850850605074,9508.66150319506,30.4637393604698
10044.4542790546,33.7609701678917,9426.18494081509,29.2278321342507
9941.39834298534,32.8338469389876,9343.72163407036,28.1978451759881
9858.95491969345,32.1127403826601,9240.68558145392,27.5796023490191
9776.49161294871,31.0827534243975,9096.46427018841,27.167086980767
9724.94044755242,30.2588313410214,8941.94995816943,26.8574835441833
9663.08302576745,29.331900921357,8746.23713186615,26.5476872983599
9590.93260322901,28.5078824333611,8416.63576195651,26.340224556486
9508.48917993712,27.7867758770335,8210.62993489977,26.1333402423311
9426.05901228044,27.2715895886626,8045.81599430972,25.8236886034375
9343.62221680616,26.6534431663133,7798.59839733345,25.4106912120862
9178.74199803997,25.3141901876365,7705.88185674093,25.1013769893621
9034.51405895685,24.7987146854061,7644.07082967925,24.8951675075459
8478.33411611876,24.7961117606707,7335.05546127652,24.4818809023352
7922.15417328068,24.7935088359353,7190.84740564624,24.2752858020397
7582.26643043518,24.7919181597081,7118.63733274928,22.5246261082389
7376.25397556083,24.4820737115748,7087.69868013038,21.9067206974392
7293.83706353938,24.1728076911606,7005.25525683848,21.1856141411117
7242.25938687264,22.9370450718711,6922.83834481703,20.8763481206974
7200.97471095937,21.5983705209133,6778.62366136913,20.5667928864236
7128.83754405616,20.980272300874,6572.59132304194,19.9480680363554
7025.80811925733,20.4649896078832,6356.26598396128,19.4322551179556
6871.29380723836,20.1553861712996,6109.02850353217,18.7103773246694
6685.87398168854,19.7426779938078,5841.17851032569,17.7824828588067
6479.84827117896,19.2269132777179,5645.43917275196,17.0608460770701
6335.62695991345,18.8143979094658,5356.9832945857,16.0298950726092
6119.29499301518,18.1956248570877,5037.62190288861,14.8958393272404
5872.05088476846,17.3707869298232,4852.18882170357,14.277210881792
5624.80677652174,16.5459490025586,4625.55059841661,13.5554294931256
5429.06743894801,15.824312220822,4512.23480068194,13.2460188657816
5243.63435776297,15.2056837753736,4275.29694882391,12.5241892748053
5006.68987808732,14.380894050419,4100.16349620994,11.9056090316668
4810.9571683312,13.7622174026607,3883.82490149406,11.1838758453104
4563.71306008448,12.9373794753962,3677.79919098448,10.6681111292205
4409.18549243028,12.4218557708559,3543.88413610766,10.3586040972566
4285.57006612453,12.1123969412019,3348.15805416915,9.84288758347661
4151.64175561248,11.5969696412814,3111.22683012873,9.22401812647864
3966.21530224505,11.0813013298114,2812.48457902663,8.39893918766455
3718.97782181594,10.3594235365251,2647.65738280136,7.88336728081431
3512.95211130636,9.84365882043525,2596.13935649314,7.57424586732977
3245.1153737351,9.12168462252922,2225.29307757589,6.64586937836795
2915.47423691978,8.29646107678536,2039.86662420846,6.13020106689787
2596.13935649314,7.57424586732977,1926.54419865618,5.71783030557552
2338.60887531057,6.95528000571198,1823.52802949258,5.40846788054142
2111.97727984122,6.33645875102393,1751.41074604221,5.09925006243705
1905.9316858788,5.51181363299905,1638.04855358425,4.06911849724479
1792.57612123845,4.58464220178512,1534.99924533258,3.24495540231908
1689.50692953395,3.45159870492444,1421.65030850985,2.42074410508344
1596.74399421813,2.421563544352,1287.72199799779,1.90531680516295
1473.10205664193,1.70026417878478,1143.49405891467,1.38984130293254
1359.78625890726,1.39085355144076,988.986374713308,1.18319800032717
1205.2785747059,1.18421024883538,865.370948407561,0.873739170673233
1071.3767754643,1.08062348482817,700.570263452737,0.770007799736263
865.370948407561,0.873739170673233,443.072921358231,0.665842608010081
700.570263452737,0.770007799736263,185.575579263726,0.561677416283885
443.072921358231,0.665842608010081,10.4752657378267,0.457897843037017
185.575579263726,0.561677416283885,,
10.4752657378267,0.457897843037017,,
